All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(71.28 1011.47 2510.43),(36.69 633.12 2499.4),(-242.15 599.53 2481.93),(-379.19 185.75 2341.46),(-217.93 676.22 2213.32),(311.41 629.88 2538.48),(494.93 183.14 2620.12),(770.81 -144.39 2414.46),(63.31 158.66 2493.31),(75.46 -182.61 2468.57),(-107.53 -283.71 2468.28),(-222.99 -989.53 2356.95),(-387.18 -1699.37 2517.85),(264.48 -272.17 2466.18),(328.4 -975.32 2337.67),(297.45 -1649.81 2465.39),(-244.83 594.42 2234.68),(724.8 -89.78 2448.74),(28.18 784.83 2501.34),
(106.85 1010.6 2509.23),(66.16 632.9 2499.64),(-208.34 603.47 2474.54),(-312.34 179.02 2334.58),(-105.93 636.25 2193.72),(338.38 629.77 2540.7),(535.97 186.99 2618.4),(835.57 -87.68 2402.37),(87.64 158.63 2494.37),(97.38 -183.66 2471.59),(-85.87 -284.75 2473.19),(-212.43 -982.14 2346.09),(-387.18 -1699.37 2517.85),(286.66 -272.55 2466.86),(349.32 -976.36 2335.7),(297.45 -1649.81 2465.39),(-140.42 560.04 2217.2),(785.59 -41.93 2438.37),(59.29 784.69 2501.32),
(106.85 1010.6 2509.23),(66.16 632.9 2499.64),(-208.34 603.47 2474.54),(-312.34 179.02 2334.58),(-105.93 636.25 2193.72),(338.38 629.77 2540.7),(535.97 186.99 2618.4),(835.57 -87.68 2402.37),(87.64 158.63 2494.37),(97.38 -183.66 2471.59),(-85.87 -284.75 2473.19),(-212.43 -982.14 2346.09),(-387.18 -1699.37 2517.85),(286.66 -272.55 2466.86),(349.32 -976.36 2335.7),(297.45 -1649.81 2465.39),(-140.42 560.04 2217.2),(785.59 -41.93 2438.37),(59.29 784.69 2501.32),
(140.45 1010.01 2508.05),(95.61 632.77 2500.04),(-177.45 608 2472.55),(-263.96 161.53 2352.82),(-9.38 535.61 2176.66),(366.58 629.46 2541.46),(575.17 189.92 2615.82),(876.51 -18.85 2381.8),(112.08 158.84 2496.07),(118.8 -182.55 2474.5),(-64.6 -286.05 2476.61),(-200.97 -975.57 2333.16),(-361.38 -1678.3 2442.86),(307.87 -274.04 2467.83),(366.04 -980.54 2333.65),(297.45 -1649.81 2465.39),(-51.95 473.44 2206.02),(826.26 15.86 2420.81),(90.34 784.64 2501.31),
(140.45 1010.01 2508.05),(95.61 632.77 2500.04),(-177.45 608 2472.55),(-263.96 161.53 2352.82),(-9.38 535.61 2176.66),(366.58 629.46 2541.46),(575.17 189.92 2615.82),(876.51 -18.85 2381.8),(112.08 158.84 2496.07),(118.8 -182.55 2474.5),(-64.6 -286.05 2476.61),(-200.97 -975.57 2333.16),(-361.38 -1678.3 2442.86),(307.87 -274.04 2467.83),(366.04 -980.54 2333.65),(297.45 -1649.81 2465.39),(-51.95 473.44 2206.02),(826.26 15.86 2420.81),(90.34 784.64 2501.31),
(140.45 1010.01 2508.05),(95.61 632.77 2500.04),(-177.45 608 2472.55),(-263.96 161.53 2352.82),(-9.38 535.61 2176.66),(366.58 629.46 2541.46),(575.17 189.92 2615.82),(876.51 -18.85 2381.8),(112.08 158.84 2496.07),(118.8 -182.55 2474.5),(-64.6 -286.05 2476.61),(-200.97 -975.57 2333.16),(-361.38 -1678.3 2442.86),(307.87 -274.04 2467.83),(366.04 -980.54 2333.65),(297.45 -1649.81 2465.39),(-51.95 473.44 2206.02),(826.26 15.86 2420.81),(90.34 784.64 2501.31),
(166.01 1010.62 2507.11),(124.17 632.71 2500.91),(-148.39 612.64 2472.41),(-226.14 144.57 2381.08),(88.02 383.02 2171.63),(395.36 628.64 2541.8),(607.53 186.96 2608.59),(901.49 55.13 2355.03),(133.81 159.08 2499.7),(137.65 -180.46 2476.92),(-46.38 -286.73 2478.06),(-187.63 -970.41 2320.13),(-325.9 -1662.47 2408.54),(326.16 -276.72 2469.03),(378.94 -987.39 2332.75),(297.45 -1649.81 2465.39),(35.53 343.56 2206.54),(852.49 77.01 2397.29),(121.08 784.64 2501.3),
(166.01 1010.62 2507.11),(124.17 632.71 2500.91),(-148.39 612.64 2472.41),(-226.14 144.57 2381.08),(88.02 383.02 2171.63),(395.36 628.64 2541.8),(607.53 186.96 2608.59),(901.49 55.13 2355.03),(133.81 159.08 2499.7),(137.65 -180.46 2476.92),(-46.38 -286.73 2478.06),(-187.63 -970.41 2320.13),(-325.9 -1662.47 2408.54),(326.16 -276.72 2469.03),(378.94 -987.39 2332.75),(297.45 -1649.81 2465.39),(35.53 343.56 2206.54),(852.49 77.01 2397.29),(121.08 784.64 2501.3),
(186.95 1011.35 2506.32),(151.64 632.72 2502.37),(-119.94 615.27 2472.78),(-203.96 132.49 2411.76),(131.17 242.19 2176.22),(423.91 628.22 2541.85),(644.12 185.21 2596.14),(922.83 127.18 2327.78),(154.83 159.47 2505.73),(155.97 -177.86 2479.17),(-29.55 -286.28 2478.38),(-172.4 -964.25 2307.43),(-294.36 -1649.09 2393.13),(343.97 -280.1 2470.64),(394.56 -993.99 2332.09),(297.45 -1649.81 2465.39),(75.3 224.09 2215.48),(876.39 136.8 2372.51),(150.62 784.66 2501.29),
(186.95 1011.35 2506.32),(151.64 632.72 2502.37),(-119.94 615.27 2472.78),(-203.96 132.49 2411.76),(131.17 242.19 2176.22),(423.91 628.22 2541.85),(644.12 185.21 2596.14),(922.83 127.18 2327.78),(154.83 159.47 2505.73),(155.97 -177.86 2479.17),(-29.55 -286.28 2478.38),(-172.4 -964.25 2307.43),(-294.36 -1649.09 2393.13),(343.97 -280.1 2470.64),(394.56 -993.99 2332.09),(297.45 -1649.81 2465.39),(75.3 224.09 2215.48),(876.39 136.8 2372.51),(150.62 784.66 2501.29),
(207.53 1011.56 2505.76),(177.32 632.79 2503.74),(-93.97 617.39 2474.63),(-197.33 129.19 2438.26),(134.69 88.52 2193.49),(450.86 627.37 2541.91),(679.57 183.49 2580.16),(925.63 216.46 2301.74),(174.33 159.97 2511.34),(173.19 -175.52 2480.82),(-13.46 -286.4 2478.07),(-154.68 -954.19 2292.66),(-255.36 -1635.42 2384.05),(360.58 -283.61 2472.27),(404.41 -996.33 2328.37),(297.45 -1649.81 2465.39),(79.39 95.27 2234.29),(884.64 210.95 2348.15),(178.29 784.68 2501.29),
(207.53 1011.56 2505.76),(177.32 632.79 2503.74),(-93.97 617.39 2474.63),(-197.33 129.19 2438.26),(134.69 88.52 2193.49),(450.86 627.37 2541.91),(679.57 183.49 2580.16),(925.63 216.46 2301.74),(174.33 159.97 2511.34),(173.19 -175.52 2480.82),(-13.46 -286.4 2478.07),(-154.68 -954.19 2292.66),(-255.36 -1635.42 2384.05),(360.58 -283.61 2472.27),(404.41 -996.33 2328.37),(297.45 -1649.81 2465.39),(79.39 95.27 2234.29),(884.64 210.95 2348.15),(178.29 784.68 2501.29),
(227.9 1011.33 2505.55),(199.69 632.89 2504.67),(-72.37 619.68 2479.74),(-193.18 131.3 2456.69),(91.89 -62.49 2216.43),(474.35 624.96 2542.33),(707.3 179.38 2560.34),(917.93 287.62 2278.4),(189.4 161.21 2515.16),(186.22 -172.95 2481.5),(-0.19 -284.14 2476.98),(-134.86 -943.29 2280.84),(-232.66 -1626.9 2365.31),(373.15 -281.39 2472.91),(413.72 -988.66 2320.9),(297.45 -1649.81 2465.39),(44.37 -30.4 2256.47),(882.84 269.61 2325.39),(203 784.69 2501.29),
(227.9 1011.33 2505.55),(199.69 632.89 2504.67),(-72.37 619.68 2479.74),(-193.18 131.3 2456.69),(91.89 -62.49 2216.43),(474.35 624.96 2542.33),(707.3 179.38 2560.34),(917.93 287.62 2278.4),(189.4 161.21 2515.16),(186.22 -172.95 2481.5),(-0.19 -284.14 2476.98),(-134.86 -943.29 2280.84),(-232.66 -1626.9 2365.31),(373.15 -281.39 2472.91),(413.72 -988.66 2320.9),(297.45 -1649.81 2465.39),(44.37 -30.4 2256.47),(882.84 269.61 2325.39),(203 784.69 2501.29),
(246.78 1010.84 2505.62),(217.91 633.01 2505.22),(-55.12 621.6 2488.51),(-187.21 134.52 2472.06),(7.49 -173.91 2238.98),(494.04 621.98 2542.85),(729.36 177.14 2535.06),(901.1 349.95 2254.72),(199.65 163.6 2517.36),(196.07 -169.78 2481.56),(12.04 -282.12 2474.63),(-109.63 -933.17 2270.01),(-228.86 -1617.1 2344.19),(382.06 -276.78 2473.04),(423.51 -976.4 2313.33),(297.45 -1649.81 2465.39),(-25.02 -122.71 2277.83),(872.48 321.21 2301.45),(223.81 784.7 2501.29),
(246.78 1010.84 2505.62),(217.91 633.01 2505.22),(-55.12 621.6 2488.51),(-187.21 134.52 2472.06),(7.49 -173.91 2238.98),(494.04 621.98 2542.85),(729.36 177.14 2535.06),(901.1 349.95 2254.72),(199.65 163.6 2517.36),(196.07 -169.78 2481.56),(12.04 -282.12 2474.63),(-109.63 -933.17 2270.01),(-228.86 -1617.1 2344.19),(382.06 -276.78 2473.04),(423.51 -976.4 2313.33),(297.45 -1649.81 2465.39),(-25.02 -122.71 2277.83),(872.48 321.21 2301.45),(223.81 784.7 2501.29),
(263.41 1010.34 2505.81),(233.3 633.15 2505.54),(-39.61 622.17 2497.91),(-176 135.57 2489.7),(-84.94 -246.71 2268.5),(512.65 619.8 2540.51),(741.24 175.22 2506.91),(863.36 416.78 2235.42),(207.97 166.52 2518.61),(203.71 -166.65 2481.62),(21.26 -280.5 2472.03),(-84.88 -932.35 2266.47),(-224.15 -1617.61 2325.6),(387.35 -277.24 2473.04),(431.17 -970.72 2306.47),(297.45 -1649.81 2465.39),(-100.22 -183.13 2305.36),(842.99 376.6 2280.67),(241.53 784.71 2501.29),
(263.41 1010.34 2505.81),(233.3 633.15 2505.54),(-39.61 622.17 2497.91),(-176 135.57 2489.7),(-84.94 -246.71 2268.5),(512.65 619.8 2540.51),(741.24 175.22 2506.91),(863.36 416.78 2235.42),(207.97 166.52 2518.61),(203.71 -166.65 2481.62),(21.26 -280.5 2472.03),(-84.88 -932.35 2266.47),(-224.15 -1617.61 2325.6),(387.35 -277.24 2473.04),(431.17 -970.72 2306.47),(297.45 -1649.81 2465.39),(-100.22 -183.13 2305.36),(842.99 376.6 2280.67),(241.53 784.71 2501.29),
(276.65 1009.98 2506.06),(246.99 633.26 2505.74),(-25.81 622.49 2505.81),(-160.16 135.37 2505.89),(-178.72 -280.15 2296.07),(530.01 617.08 2534.08),(747.62 171.65 2482.32),(810.05 466.15 2221.11),(217 169.26 2519.39),(211.27 -164.06 2481.76),(28.99 -279.59 2470.25),(-66.55 -936.15 2266.29),(-184.31 -1624.78 2329.14),(392.62 -280.48 2472.99),(439.56 -971.86 2302.12),(297.45 -1649.81 2465.39),(-175.71 -210.93 2331.04),(799.61 417.13 2264.64),(256.77 784.71 2501.29),
(276.65 1009.98 2506.06),(246.99 633.26 2505.74),(-25.81 622.49 2505.81),(-160.16 135.37 2505.89),(-178.72 -280.15 2296.07),(530.01 617.08 2534.08),(747.62 171.65 2482.32),(810.05 466.15 2221.11),(217 169.26 2519.39),(211.27 -164.06 2481.76),(28.99 -279.59 2470.25),(-66.55 -936.15 2266.29),(-184.31 -1624.78 2329.14),(392.62 -280.48 2472.99),(439.56 -971.86 2302.12),(297.45 -1649.81 2465.39),(-175.71 -210.93 2331.04),(799.61 417.13 2264.64),(256.77 784.71 2501.29),
(285.95 1009.79 2506.26),(259.69 633.33 2505.82),(-13.16 622.86 2513.66),(-156.76 138.8 2519.18),(-274.57 -295.05 2326.3),(545.94 615.01 2526.8),(750.88 170.73 2457.72),(739.7 499.54 2204.08),(227.44 171.47 2519.65),(219.64 -162.3 2481.91),(36.6 -279.54 2468.64),(-57.99 -941.79 2266.59),(-124.7 -1632.25 2341.56),(399.62 -284.28 2472.89),(439.44 -978.41 2300.53),(297.45 -1649.81 2465.39),(-255 -222.72 2358.45),(741.54 444.77 2246.35),(270.25 784.71 2501.29),
(285.95 1009.79 2506.26),(259.69 633.33 2505.82),(-13.16 622.86 2513.66),(-156.76 138.8 2519.18),(-274.57 -295.05 2326.3),(545.94 615.01 2526.8),(750.88 170.73 2457.72),(739.7 499.54 2204.08),(227.44 171.47 2519.65),(219.64 -162.3 2481.91),(36.6 -279.54 2468.64),(-57.99 -941.79 2266.59),(-124.7 -1632.25 2341.56),(399.62 -284.28 2472.89),(439.44 -978.41 2300.53),(297.45 -1649.81 2465.39),(-255 -222.72 2358.45),(741.54 444.77 2246.35),(270.25 784.71 2501.29),
(293.12 1009.62 2506.42),(271.4 633.36 2505.82),(-2.49 624.68 2521.2),(-162.12 146.36 2532.09),(-365.31 -285.72 2353),(560.18 613.38 2521.83),(746.52 171.57 2434.29),(658.49 515.61 2186.73),(238.17 173.16 2519.61),(228.07 -161.22 2482.04),(43.89 -279.53 2467.53),(-55.69 -945.15 2266.09),(-120.19 -1634.24 2348.95),(408.07 -285.98 2472.51),(433.55 -984.81 2301.09),(297.45 -1649.81 2465.39),(-331.46 -213.65 2382.85),(673.15 458.28 2227.99),(282.32 784.71 2501.29),
(293.12 1009.62 2506.42),(271.4 633.36 2505.82),(-2.49 624.68 2521.2),(-162.12 146.36 2532.09),(-365.31 -285.72 2353),(560.18 613.38 2521.83),(746.52 171.57 2434.29),(658.49 515.61 2186.73),(238.17 173.16 2519.61),(228.07 -161.22 2482.04),(43.89 -279.53 2467.53),(-55.69 -945.15 2266.09),(-120.19 -1634.24 2348.95),(408.07 -285.98 2472.51),(433.55 -984.81 2301.09),(297.45 -1649.81 2465.39),(-331.46 -213.65 2382.85),(673.15 458.28 2227.99),(282.32 784.71 2501.29),
(299.2 1009.39 2506.51),(280.66 633.37 2505.79),(5.59 627.4 2526.52),(-172.17 160.54 2546.02),(-450.02 -242.95 2373.37),(569.32 609.19 2516.08),(732.08 189.7 2396.23),(561.68 530.98 2157.96),(247.05 174.4 2519.45),(234.82 -160.62 2482.13),(49.33 -279.08 2467.29),(-56.18 -946.38 2265.78),(-125.07 -1634.15 2352.71),(415.36 -286.21 2471.85),(424.45 -990.12 2303.21),(297.45 -1649.81 2465.39),(-403.67 -175.65 2402.15),(590.07 474.09 2197.67),(291.74 784.71 2501.29),
(302.85 1009.16 2506.55),(287.19 633.38 2505.75),(12.48 630.42 2533.66),(-182.27 173.82 2564.35),(-524.24 -167.91 2388.13),(575.46 606.08 2506.47),(714.73 178.09 2386.35),(500.41 509.7 2152.69),(253.25 175.31 2519.26),(239.06 -160.29 2482.19),(52.59 -278.2 2467.61),(-58.48 -944.95 2265.4),(-133.91 -1629.41 2359.09),(420.79 -283.93 2470.88),(414.96 -989.84 2303.38),(297.45 -1649.81 2465.39),(-467.17 -110.95 2417.5),(536.14 454.42 2191.63),(298.39 784.71 2501.29),
(302.85 1009.16 2506.55),(287.19 633.38 2505.75),(12.48 630.42 2533.66),(-182.27 173.82 2564.35),(-524.24 -167.91 2388.13),(575.46 606.08 2506.47),(714.73 178.09 2386.35),(500.41 509.7 2152.69),(253.25 175.31 2519.26),(239.06 -160.29 2482.19),(52.59 -278.2 2467.61),(-58.48 -944.95 2265.4),(-133.91 -1629.41 2359.09),(420.79 -283.93 2470.88),(414.96 -989.84 2303.38),(297.45 -1649.81 2465.39),(-467.17 -110.95 2417.5),(536.14 454.42 2191.63),(298.39 784.71 2501.29),
(304.47 1009.2 2506.57),(291.39 633.7 2505.71),(18.04 633.33 2541.21),(-195.85 187.24 2580.01),(-588.49 -73.58 2394.13),(578.12 604.52 2495.19),(693.27 152.73 2399.35),(445.3 428.23 2153.43),(258.33 176.19 2519.07),(241.46 -159.87 2482.23),(54.17 -276.55 2468.27),(-62.61 -941.49 2266.1),(-144.58 -1623.62 2363.56),(424.88 -278.9 2469.63),(404.41 -984.75 2303.39),(297.45 -1649.81 2465.39),(-522.97 -30.16 2425.11),(486.65 382.36 2194.42),(302.32 785.03 2501.29),
(304.47 1009.2 2506.57),(291.39 633.7 2505.71),(18.04 633.33 2541.21),(-195.85 187.24 2580.01),(-588.49 -73.58 2394.13),(578.12 604.52 2495.19),(693.27 152.73 2399.35),(445.3 428.23 2153.43),(258.33 176.19 2519.07),(241.46 -159.87 2482.23),(54.17 -276.55 2468.27),(-62.61 -941.49 2266.1),(-144.58 -1623.62 2363.56),(424.88 -278.9 2469.63),(404.41 -984.75 2303.39),(297.45 -1649.81 2465.39),(-522.97 -30.16 2425.11),(486.65 382.36 2194.42),(302.32 785.03 2501.29),
(304.9 1009.92 2506.59),(293.64 634.82 2505.67),(21.92 636.53 2546.95),(-207.2 198.32 2589.89),(-629.26 30.32 2394.01),(580.52 608.14 2486.77),(681.59 141.08 2407.4),(391.28 314.95 2152.5),(261.66 177.65 2518.88),(242.66 -158.84 2482.33),(54.71 -274.41 2469.22),(-73.06 -937.06 2270.49),(-148.51 -1621.13 2365.22),(427.25 -273.76 2468.26),(400.7 -978.37 2304.96),(297.45 -1649.81 2465.39),(-558.86 58.26 2426.66),(439.69 286.04 2194.98),(304.23 786.19 2501.29),
(304.9 1009.92 2506.59),(293.64 634.82 2505.67),(21.92 636.53 2546.95),(-207.2 198.32 2589.89),(-629.26 30.32 2394.01),(580.52 608.14 2486.77),(681.59 141.08 2407.4),(391.28 314.95 2152.5),(261.66 177.65 2518.88),(242.66 -158.84 2482.33),(54.71 -274.41 2469.22),(-73.06 -937.06 2270.49),(-148.51 -1621.13 2365.22),(427.25 -273.76 2468.26),(400.7 -978.37 2304.96),(297.45 -1649.81 2465.39),(-558.86 58.26 2426.66),(439.69 286.04 2194.98),(304.23 786.19 2501.29),
(304.9 1009.92 2506.59),(293.64 634.82 2505.67),(21.92 636.53 2546.95),(-207.2 198.32 2589.89),(-629.26 30.32 2394.01),(580.52 608.14 2486.77),(681.59 141.08 2407.4),(391.28 314.95 2152.5),(261.66 177.65 2518.88),(242.66 -158.84 2482.33),(54.71 -274.41 2469.22),(-73.06 -937.06 2270.49),(-148.51 -1621.13 2365.22),(427.25 -273.76 2468.26),(400.7 -978.37 2304.96),(297.45 -1649.81 2465.39),(-558.86 58.26 2426.66),(439.69 286.04 2194.98),(304.23 786.19 2501.29),
(300.6 1012.67 2506.58),(293.55 637.88 2505.57),(23.74 641.24 2551.78),(-214.24 207.34 2596.63),(-649.41 140.34 2390.73),(581.87 618.11 2478.99),(674.23 140.54 2413.25),(377.22 171.24 2146.75),(263.32 180.24 2518.5),(243.17 -156.71 2482.5),(54.74 -272.42 2470.46),(-95.75 -935.93 2283.47),(-151.88 -1628.11 2360.49),(426.94 -272.45 2466.29),(398.6 -974.41 2305.83),(297.45 -1649.81 2465.39),(-576.86 151.45 2425.05),(426.72 166.23 2191.17),(303.55 789.29 2501.29),
(300.6 1012.67 2506.58),(293.55 637.88 2505.57),(23.74 641.24 2551.78),(-214.24 207.34 2596.63),(-649.41 140.34 2390.73),(581.87 618.11 2478.99),(674.23 140.54 2413.25),(377.22 171.24 2146.75),(263.32 180.24 2518.5),(243.17 -156.71 2482.5),(54.74 -272.42 2470.46),(-95.75 -935.93 2283.47),(-151.88 -1628.11 2360.49),(426.94 -272.45 2466.29),(398.6 -974.41 2305.83),(297.45 -1649.81 2465.39),(-576.86 151.45 2425.05),(426.72 166.23 2191.17),(303.55 789.29 2501.29),
(288.76 1018.46 2506.52),(289.99 643.51 2505.4),(21.76 647.75 2555.33),(-216.19 213.01 2599.99),(-646.82 249.61 2390.44),(576.24 628.4 2471.18),(669.37 145.21 2416.07),(382.42 24.04 2156.14),(263.77 183.99 2517.85),(243.19 -153.46 2482.74),(54.19 -270.36 2472.02),(-116.7 -936.32 2299.82),(-162.77 -1636.64 2349.27),(425 -272.23 2462.47),(395.6 -972.21 2306.47),(297.45 -1649.81 2465.39),(-575.05 243.5 2425.36),(430.25 44.17 2199.46),(298.64 795.01 2501.29),
(288.76 1018.46 2506.52),(289.99 643.51 2505.4),(21.76 647.75 2555.33),(-216.19 213.01 2599.99),(-646.82 249.61 2390.44),(576.24 628.4 2471.18),(669.37 145.21 2416.07),(382.42 24.04 2156.14),(263.77 183.99 2517.85),(243.19 -153.46 2482.74),(54.19 -270.36 2472.02),(-116.7 -936.32 2299.82),(-162.77 -1636.64 2349.27),(425 -272.23 2462.47),(395.6 -972.21 2306.47),(297.45 -1649.81 2465.39),(-575.05 243.5 2425.36),(430.25 44.17 2199.46),(298.64 795.01 2501.29),
(267.72 1025.39 2506.42),(282.32 649.81 2505.19),(17.72 650.1 2558.5),(-218.06 212.7 2600.05),(-626.75 356.84 2394.21),(560.15 632.91 2463.3),(666.2 148.98 2416.16),(408.15 -97.12 2172.7),(263.34 187.25 2517.07),(241.79 -150.59 2482.88),(51.95 -268.15 2473.84),(-131.04 -937.38 2316.09),(-173.59 -1642.57 2340.37),(419.81 -273.32 2456.12),(387.96 -972.97 2307.16),(297.45 -1649.81 2465.39),(-558.63 332.87 2428.51),(451.19 -56.26 2213.28),(288.56 801.43 2501.29),
(267.72 1025.39 2506.42),(282.32 649.81 2505.19),(17.72 650.1 2558.5),(-218.06 212.7 2600.05),(-626.75 356.84 2394.21),(560.15 632.91 2463.3),(666.2 148.98 2416.16),(408.15 -97.12 2172.7),(263.34 187.25 2517.07),(241.79 -150.59 2482.88),(51.95 -268.15 2473.84),(-131.04 -937.38 2316.09),(-173.59 -1642.57 2340.37),(419.81 -273.32 2456.12),(387.96 -972.97 2307.16),(297.45 -1649.81 2465.39),(-558.63 332.87 2428.51),(451.19 -56.26 2213.28),(288.56 801.43 2501.29),
(239.68 1030.9 2506.3),(269.08 654.54 2504.34),(7.85 650.4 2559.52),(-221.16 208.13 2597.8),(-597.47 434.07 2396.31),(536.69 632.81 2457.33),(656.98 150.63 2414.03),(460.97 -187.84 2185.6),(256.21 188.45 2513.68),(233.25 -149.71 2480.59),(42.81 -266.83 2475.12),(-140.85 -941.9 2330.15),(-176.96 -1649.38 2344.69),(408.6 -274.59 2450.1),(360.4 -974.01 2307.48),(297.45 -1649.81 2465.39),(-534.74 396.46 2429.89),(493.7 -131.52 2223.67),(273.28 806.29 2501.29),
(239.68 1030.9 2506.3),(269.08 654.54 2504.34),(7.85 650.4 2559.52),(-221.16 208.13 2597.8),(-597.47 434.07 2396.31),(536.69 632.81 2457.33),(656.98 150.63 2414.03),(460.97 -187.84 2185.6),(256.21 188.45 2513.68),(233.25 -149.71 2480.59),(42.81 -266.83 2475.12),(-140.85 -941.9 2330.15),(-176.96 -1649.38 2344.69),(408.6 -274.59 2450.1),(360.4 -974.01 2307.48),(297.45 -1649.81 2465.39),(-534.74 396.46 2429.89),(493.7 -131.52 2223.67),(273.28 806.29 2501.29),
(209.21 1034.77 2505.94),(250.31 657.42 2502.88),(-4.32 644.9 2559.69),(-227 197.94 2593.54),(-556.26 480.39 2389.83),(510.14 632.41 2451.98),(638.58 151.09 2411.83),(542.21 -252.31 2198.57),(239.39 188 2507.93),(216.69 -150.51 2475.8),(26.94 -267.71 2475.08),(-144.21 -957.69 2344.87),(-176.96 -1649.38 2344.69),(388.62 -278.73 2442.81),(322.77 -981.92 2304.86),(297.45 -1649.81 2465.39),(-501.39 433.33 2423.78),(558.36 -185.1 2234.11),(253.84 809.25 2501.24),
(209.21 1034.77 2505.94),(250.31 657.42 2502.88),(-4.32 644.9 2559.69),(-227 197.94 2593.54),(-556.26 480.39 2389.83),(510.14 632.41 2451.98),(638.58 151.09 2411.83),(542.21 -252.31 2198.57),(239.39 188 2507.93),(216.69 -150.51 2475.8),(26.94 -267.71 2475.08),(-144.21 -957.69 2344.87),(-176.96 -1649.38 2344.69),(388.62 -278.73 2442.81),(322.77 -981.92 2304.86),(297.45 -1649.81 2465.39),(-501.39 433.33 2423.78),(558.36 -185.1 2234.11),(253.84 809.25 2501.24),
(182.6 1037.09 2505.55),(222.51 656.93 2500.15),(-24 634.41 2559.28),(-240.2 182.61 2586.65),(-508.82 501.69 2374.85),(479.49 631.23 2448.45),(626.97 155.28 2408.87),(637.32 -281.99 2211.57),(212.72 184.54 2501.55),(191.76 -154.43 2470.22),(3.51 -272.32 2474.41),(-145.82 -982.84 2358.11),(-176.96 -1649.38 2344.69),(361.83 -286.04 2437.63),(290.29 -996.93 2300.1),(297.45 -1649.81 2465.39),(-464.08 448.51 2410.15),(635.67 -209.07 2244.45),(225.66 808.8 2499.69),
(182.6 1037.09 2505.55),(222.51 656.93 2500.15),(-24 634.41 2559.28),(-240.2 182.61 2586.65),(-508.82 501.69 2374.85),(479.49 631.23 2448.45),(626.97 155.28 2408.87),(637.32 -281.99 2211.57),(212.72 184.54 2501.55),(191.76 -154.43 2470.22),(3.51 -272.32 2474.41),(-145.82 -982.84 2358.11),(-176.96 -1649.38 2344.69),(361.83 -286.04 2437.63),(290.29 -996.93 2300.1),(297.45 -1649.81 2465.39),(-464.08 448.51 2410.15),(635.67 -209.07 2244.45),(225.66 808.8 2499.69),
(158.73 1037.05 2505.23),(189.23 653.7 2496.82),(-52.4 625.59 2558.8),(-253.12 165.13 2575.17),(-466.14 510.12 2357.76),(447.56 629.27 2446.29),(621.89 163.64 2403.63),(727.43 -287.46 2225.18),(180.18 178.38 2496.06),(163.4 -160.95 2465.38),(-19.91 -286.53 2473.96),(-151.13 -1009.83 2363.78),(-176.96 -1649.38 2344.69),(334.32 -292.52 2433.84),(268.72 -1009.4 2295.92),(297.45 -1649.81 2465.39),(-430.66 452.62 2393.99),(709.89 -212.2 2254.92),(192.11 805.58 2497.06),
(158.73 1037.05 2505.23),(189.23 653.7 2496.82),(-52.4 625.59 2558.8),(-253.12 165.13 2575.17),(-466.14 510.12 2357.76),(447.56 629.27 2446.29),(621.89 163.64 2403.63),(727.43 -287.46 2225.18),(180.18 178.38 2496.06),(163.4 -160.95 2465.38),(-19.91 -286.53 2473.96),(-151.13 -1009.83 2363.78),(-176.96 -1649.38 2344.69),(334.32 -292.52 2433.84),(268.72 -1009.4 2295.92),(297.45 -1649.81 2465.39),(-430.66 452.62 2393.99),(709.89 -212.2 2254.92),(192.11 805.58 2497.06),
(133.76 1035.62 2505.04),(157.49 650.02 2493.99),(-81.08 618.4 2558.52),(-262.73 151.87 2563.91),(-420.13 500.34 2335.04),(418.44 627.71 2444.42),(617.26 176.08 2397.32),(821.14 -257.96 2233.58),(149.02 171.89 2492.19),(135.27 -167.6 2461.94),(-42.11 -302.3 2473.38),(-161.48 -1033.12 2367.41),(-176.96 -1649.38 2344.69),(307.58 -297.18 2431.41),(249.23 -1016.82 2291.91),(297.45 -1649.81 2465.39),(-393.93 442.27 2373.18),(787.16 -185.54 2260.87),(160.17 801.91 2494.56),
(133.76 1035.62 2505.04),(157.49 650.02 2493.99),(-81.08 618.4 2558.52),(-262.73 151.87 2563.91),(-420.13 500.34 2335.04),(418.44 627.71 2444.42),(617.26 176.08 2397.32),(821.14 -257.96 2233.58),(149.02 171.89 2492.19),(135.27 -167.6 2461.94),(-42.11 -302.3 2473.38),(-161.48 -1033.12 2367.41),(-176.96 -1649.38 2344.69),(307.58 -297.18 2431.41),(249.23 -1016.82 2291.91),(297.45 -1649.81 2465.39),(-393.93 442.27 2373.18),(787.16 -185.54 2260.87),(160.17 801.91 2494.56),
