All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(69.56 1005.2 2577.91),(83.3 627.49 2553.85),(-186.57 603.07 2605.58),(-341.45 126 2629.55),(-596.81 -237.72 2426.72),(364.47 613.68 2513.62),(507.41 176.43 2399.99),(298.83 181.02 2101.16),(84.7 153.34 2552.15),(97.1 -185.72 2512.07),(-66.91 -341.37 2518.08),(14.71 -1090.92 2411.55),(106.9 -1764.85 2517.7),(276.8 -293.06 2467.32),(295.47 -950.03 2236.14),(555.12 -1607.65 2247.28),(-554.26 -177.09 2460.53),(333.58 180.25 2150.97),(82.85 779.26 2554.4),
(84.73 1005.51 2581.01),(94.54 627.51 2555.88),(-174.07 602.83 2608.18),(-339.47 128.99 2630.52),(-653.3 -194.26 2432.26),(372.75 613.25 2513.01),(502.55 172.96 2397.55),(273.82 158.68 2103.41),(97.05 153.14 2554.14),(109.9 -186.08 2515.67),(-53.32 -341.16 2524.67),(14.33 -1085.69 2416.16),(101.58 -1770.81 2513.37),(288.8 -295.26 2471.72),(307.17 -954.91 2248.37),(523.74 -1621.7 2292.72),(-600.99 -140.38 2465.3),(311.93 161.05 2152.43),(93.73 779.28 2556.44),
(84.73 1005.51 2581.01),(94.54 627.51 2555.88),(-174.07 602.83 2608.18),(-339.47 128.99 2630.52),(-653.3 -194.26 2432.26),(372.75 613.25 2513.01),(502.55 172.96 2397.55),(273.82 158.68 2103.41),(97.05 153.14 2554.14),(109.9 -186.08 2515.67),(-53.32 -341.16 2524.67),(14.33 -1085.69 2416.16),(101.58 -1770.81 2513.37),(288.8 -295.26 2471.72),(307.17 -954.91 2248.37),(523.74 -1621.7 2292.72),(-600.99 -140.38 2465.3),(311.93 161.05 2152.43),(93.73 779.28 2556.44),
(98.53 1005.92 2582.48),(105.7 627.54 2556.96),(-164.16 603.68 2608.85),(-339.02 133.04 2630.53),(-704.53 -132.54 2435.7),(381.47 613.9 2512.48),(498.2 167.75 2399.65),(269.56 118.13 2108.61),(112.1 152.9 2555.14),(125.09 -186.35 2518.28),(-38.06 -340.59 2530),(15.42 -1083.83 2425.66),(101.25 -1777 2504.4),(304.42 -296.74 2475.82),(314.52 -962.25 2262.45),(430.76 -1638.22 2340.37),(-643.6 -88.28 2468.17),(307.67 126.39 2157.12),(103.66 779.29 2557.54),
(98.53 1005.92 2582.48),(105.7 627.54 2556.96),(-164.16 603.68 2608.85),(-339.02 133.04 2630.53),(-704.53 -132.54 2435.7),(381.47 613.9 2512.48),(498.2 167.75 2399.65),(269.56 118.13 2108.61),(112.1 152.9 2555.14),(125.09 -186.35 2518.28),(-38.06 -340.59 2530),(15.42 -1083.83 2425.66),(101.25 -1777 2504.4),(304.42 -296.74 2475.82),(314.52 -962.25 2262.45),(430.76 -1638.22 2340.37),(-643.6 -88.28 2468.17),(307.67 126.39 2157.12),(103.66 779.29 2557.54),
(108.13 1006.59 2582.81),(115.22 627.56 2557.37),(-156.6 605.63 2608.45),(-340.15 138.21 2630.15),(-744.68 -59.46 2435.74),(388.79 614.1 2511.81),(496.24 163.84 2401.15),(275.13 56.31 2115.48),(124.67 152.3 2555.38),(137.98 -187.27 2519.97),(-23.78 -343.97 2533.92),(16.01 -1083.91 2427.88),(101.25 -1777 2504.4),(318.61 -298.59 2478.76),(320.62 -970.36 2275.25),(323.94 -1640.58 2385.16),(-677.24 -26.53 2468.14),(311.99 74.21 2163.09),(112.21 779.3 2558),
(108.13 1006.59 2582.81),(115.22 627.56 2557.37),(-156.6 605.63 2608.45),(-340.15 138.21 2630.15),(-744.68 -59.46 2435.74),(388.79 614.1 2511.81),(496.24 163.84 2401.15),(275.13 56.31 2115.48),(124.67 152.3 2555.38),(137.98 -187.27 2519.97),(-23.78 -343.97 2533.92),(16.01 -1083.91 2427.88),(101.25 -1777 2504.4),(318.61 -298.59 2478.76),(320.62 -970.36 2275.25),(323.94 -1640.58 2385.16),(-677.24 -26.53 2468.14),(311.99 74.21 2163.09),(112.21 779.3 2558),
(113 1007.6 2582.55),(122.14 627.59 2557.42),(-151.46 607.46 2607.82),(-344.95 144.07 2629.82),(-768.27 20.61 2426.22),(394.02 614.7 2511.21),(495.76 161.76 2402.26),(280.59 -10.18 2123.71),(134.45 151.33 2555.22),(148.28 -188.77 2520.79),(-14.24 -344.82 2536.13),(23.37 -1082.09 2429.63),(101.25 -1777 2504.4),(328.36 -302.83 2479.69),(324.71 -979.11 2283.8),(324.73 -1656.03 2394.41),(-697.69 41.14 2460.15),(316.46 18.45 2170.13),(118.22 779.3 2558.12),
(113 1007.6 2582.55),(122.14 627.59 2557.42),(-151.46 607.46 2607.82),(-344.95 144.07 2629.82),(-768.27 20.61 2426.22),(394.02 614.7 2511.21),(495.76 161.76 2402.26),(280.59 -10.18 2123.71),(134.45 151.33 2555.22),(148.28 -188.77 2520.79),(-14.24 -344.82 2536.13),(23.37 -1082.09 2429.63),(101.25 -1777 2504.4),(328.36 -302.83 2479.69),(324.71 -979.11 2283.8),(324.73 -1656.03 2394.41),(-697.69 41.14 2460.15),(316.46 18.45 2170.13),(118.22 779.3 2558.12),
(114.87 1009.29 2581.07),(127.08 627.7 2557.24),(-147.7 608.98 2607.37),(-355.4 151.9 2629.82),(-781.33 85.17 2417.65),(398.12 618.04 2509.26),(495.67 161.26 2404.23),(302.18 -80.47 2136.7),(141.99 150.55 2554.5),(156.1 -190.51 2520.48),(-6.57 -344.76 2536.34),(30.11 -1080.66 2431.22),(101.25 -1777 2504.4),(335.96 -303.63 2479.73),(331.23 -981.99 2288.41),(430.65 -1658.22 2370.62),(-710.33 96.25 2453.01),(334.45 -40.22 2181.29),(122.34 779.4 2558.1),
(115.3 1011.48 2577.58),(130.89 627.88 2556.02),(-143.96 609.93 2606.92),(-365.43 159.01 2627.35),(-784.31 138.5 2406.44),(400.72 621.95 2505),(496.28 159.24 2407.95),(340.09 -148.31 2153.12),(148.39 150.56 2553.45),(162.64 -192.31 2519.62),(0.1 -343.7 2536.18),(34.8 -1070.61 2416.93),(101.25 -1777 2504.4),(342.59 -303.13 2480.01),(340.76 -982.81 2292.05),(430.65 -1658.22 2370.62),(-714.5 141.9 2443.26),(366.15 -97.08 2195.59),(125.32 779.54 2556.84),
(115.3 1011.48 2577.58),(130.89 627.88 2556.02),(-143.96 609.93 2606.92),(-365.43 159.01 2627.35),(-784.31 138.5 2406.44),(400.72 621.95 2505),(496.28 159.24 2407.95),(340.09 -148.31 2153.12),(148.39 150.56 2553.45),(162.64 -192.31 2519.62),(0.1 -343.7 2536.18),(34.8 -1070.61 2416.93),(101.25 -1777 2504.4),(342.59 -303.13 2480.01),(340.76 -982.81 2292.05),(430.65 -1658.22 2370.62),(-714.5 141.9 2443.26),(366.15 -97.08 2195.59),(125.32 779.54 2556.84),
(115.37 1011.44 2571.4),(134.63 628.13 2553.27),(-140.42 609.85 2603.82),(-375.97 165.25 2615.08),(-784.49 182.89 2385.91),(403.17 625.72 2499.23),(498.78 154.9 2415.68),(388.17 -202.08 2170.6),(155.63 151.62 2552.3),(170.05 -193.78 2518.54),(7.49 -341.39 2535.92),(35.87 -1068.41 2418.45),(101.25 -1777 2504.4),(351.34 -299.4 2480.62),(346.78 -976.11 2290.98),(430.65 -1658.22 2370.62),(-716.41 179.94 2424.1),(406.63 -142.58 2211.45),(127.94 779.75 2553.58),
(115.37 1011.44 2571.4),(134.63 628.13 2553.27),(-140.42 609.85 2603.82),(-375.97 165.25 2615.08),(-784.49 182.89 2385.91),(403.17 625.72 2499.23),(498.78 154.9 2415.68),(388.17 -202.08 2170.6),(155.63 151.62 2552.3),(170.05 -193.78 2518.54),(7.49 -341.39 2535.92),(35.87 -1068.41 2418.45),(101.25 -1777 2504.4),(351.34 -299.4 2480.62),(346.78 -976.11 2290.98),(430.65 -1658.22 2370.62),(-716.41 179.94 2424.1),(406.63 -142.58 2211.45),(127.94 779.75 2553.58),
(115.37 1011.44 2571.4),(134.63 628.13 2553.27),(-140.42 609.85 2603.82),(-375.97 165.25 2615.08),(-784.49 182.89 2385.91),(403.17 625.72 2499.23),(498.78 154.9 2415.68),(388.17 -202.08 2170.6),(155.63 151.62 2552.3),(170.05 -193.78 2518.54),(7.49 -341.39 2535.92),(35.87 -1068.41 2418.45),(101.25 -1777 2504.4),(351.34 -299.4 2480.62),(346.78 -976.11 2290.98),(430.65 -1658.22 2370.62),(-716.41 179.94 2424.1),(406.63 -142.58 2211.45),(127.94 779.75 2553.58),
(115.37 1011.44 2571.4),(134.63 628.13 2553.27),(-140.42 609.85 2603.82),(-375.97 165.25 2615.08),(-784.49 182.89 2385.91),(403.17 625.72 2499.23),(498.78 154.9 2415.68),(388.17 -202.08 2170.6),(155.63 151.62 2552.3),(170.05 -193.78 2518.54),(7.49 -341.39 2535.92),(35.87 -1068.41 2418.45),(101.25 -1777 2504.4),(351.34 -299.4 2480.62),(346.78 -976.11 2290.98),(430.65 -1658.22 2370.62),(-716.41 179.94 2424.1),(406.63 -142.58 2211.45),(127.94 779.75 2553.58),
(115.37 1011.44 2571.4),(134.63 628.13 2553.27),(-140.42 609.85 2603.82),(-375.97 165.25 2615.08),(-784.49 182.89 2385.91),(403.17 625.72 2499.23),(498.78 154.9 2415.68),(388.17 -202.08 2170.6),(155.63 151.62 2552.3),(170.05 -193.78 2518.54),(7.49 -341.39 2535.92),(35.87 -1068.41 2418.45),(101.25 -1777 2504.4),(351.34 -299.4 2480.62),(346.78 -976.11 2290.98),(430.65 -1658.22 2370.62),(-716.41 179.94 2424.1),(406.63 -142.58 2211.45),(127.94 779.75 2553.58),
(119.39 1011.06 2557.65),(141.58 628.53 2548),(-136.01 605.83 2589.99),(-376.85 163.51 2590.82),(-764.12 195.88 2350.06),(413.79 632.95 2495.04),(511.86 153.96 2429.09),(489.66 -260.7 2207.53),(167.12 153.66 2550.97),(183.09 -193.9 2517.18),(20.74 -336.41 2535.71),(47.21 -1065.89 2422.69),(130.77 -1754.39 2527.47),(367.98 -288.27 2481.93),(356.4 -962.02 2289.24),(430.65 -1658.22 2370.62),(-699.59 190.49 2390.19),(493.47 -191.6 2244.46),(133.42 780.06 2547.05),
(119.39 1011.06 2557.65),(141.58 628.53 2548),(-136.01 605.83 2589.99),(-376.85 163.51 2590.82),(-764.12 195.88 2350.06),(413.79 632.95 2495.04),(511.86 153.96 2429.09),(489.66 -260.7 2207.53),(167.12 153.66 2550.97),(183.09 -193.9 2517.18),(20.74 -336.41 2535.71),(47.21 -1065.89 2422.69),(130.77 -1754.39 2527.47),(367.98 -288.27 2481.93),(356.4 -962.02 2289.24),(430.65 -1658.22 2370.62),(-699.59 190.49 2390.19),(493.47 -191.6 2244.46),(133.42 780.06 2547.05),
(128.91 1010.07 2539.04),(151.79 629.06 2540.23),(-129.14 603.97 2575.09),(-365.62 159.19 2570.03),(-720.88 172.88 2316.76),(426.45 635.47 2490.62),(543.52 153.83 2443.52),(572.3 -293.47 2240.96),(182.84 156.21 2548.64),(200.22 -192.48 2515.37),(35.34 -326.36 2534.87),(65.65 -1060.89 2427.56),(140.13 -1743.33 2535.37),(386.47 -279.68 2481.76),(366.72 -945.49 2278.55),(430.65 -1658.22 2370.62),(-661.69 170.64 2358.97),(567.55 -218.89 2274.72),(141.84 780.41 2537.53),
(128.91 1010.07 2539.04),(151.79 629.06 2540.23),(-129.14 603.97 2575.09),(-365.62 159.19 2570.03),(-720.88 172.88 2316.76),(426.45 635.47 2490.62),(543.52 153.83 2443.52),(572.3 -293.47 2240.96),(182.84 156.21 2548.64),(200.22 -192.48 2515.37),(35.34 -326.36 2534.87),(65.65 -1060.89 2427.56),(140.13 -1743.33 2535.37),(386.47 -279.68 2481.76),(366.72 -945.49 2278.55),(430.65 -1658.22 2370.62),(-661.69 170.64 2358.97),(567.55 -218.89 2274.72),(141.84 780.41 2537.53),
(142.17 1008.75 2521.25),(163.21 629.62 2530.72),(-121.24 603.64 2559.52),(-350.57 155.07 2554.77),(-660.07 116.91 2288.95),(440.27 635.43 2486.94),(578.11 155.59 2450.98),(645.89 -312.83 2268.01),(198.57 158.61 2543.87),(216.57 -189.98 2511.74),(48.45 -315.23 2532.3),(86.23 -1056.2 2432.97),(134.46 -1738.49 2538.65),(402.38 -276.85 2480.54),(377.67 -934.62 2266.13),(430.65 -1658.22 2370.62),(-608.51 123.34 2333.25),(634.59 -234.71 2298.51),(151.86 780.76 2526.5),
(142.17 1008.75 2521.25),(163.21 629.62 2530.72),(-121.24 603.64 2559.52),(-350.57 155.07 2554.77),(-660.07 116.91 2288.95),(440.27 635.43 2486.94),(578.11 155.59 2450.98),(645.89 -312.83 2268.01),(198.57 158.61 2543.87),(216.57 -189.98 2511.74),(48.45 -315.23 2532.3),(86.23 -1056.2 2432.97),(134.46 -1738.49 2538.65),(402.38 -276.85 2480.54),(377.67 -934.62 2266.13),(430.65 -1658.22 2370.62),(-608.51 123.34 2333.25),(634.59 -234.71 2298.51),(151.86 780.76 2526.5),
(157.84 1007.61 2506.4),(175.14 630.08 2519.95),(-111.21 604.13 2546.06),(-323.36 147.4 2542.98),(-599.13 45.07 2273.99),(454.5 635.06 2481.76),(606.81 157.24 2453.97),(711.45 -322.01 2289.01),(212.03 160.29 2535.69),(229.06 -186.98 2505.12),(58.33 -305.43 2525.99),(88.12 -1053.77 2440.77),(139.74 -1739.51 2535.2),(414.61 -275.9 2479.03),(392.74 -926.18 2255.83),(443.21 -1633.89 2352.83),(-553.17 62.15 2318.82),(693.98 -242.08 2316.5),(163.29 781.12 2514.89),
(157.84 1007.61 2506.4),(175.14 630.08 2519.95),(-111.21 604.13 2546.06),(-323.36 147.4 2542.98),(-599.13 45.07 2273.99),(454.5 635.06 2481.76),(606.81 157.24 2453.97),(711.45 -322.01 2289.01),(212.03 160.29 2535.69),(229.06 -186.98 2505.12),(58.33 -305.43 2525.99),(88.12 -1053.77 2440.77),(139.74 -1739.51 2535.2),(414.61 -275.9 2479.03),(392.74 -926.18 2255.83),(443.21 -1633.89 2352.83),(-553.17 62.15 2318.82),(693.98 -242.08 2316.5),(163.29 781.12 2514.89),
(175.26 1006.76 2493.41),(187.63 630.44 2508.25),(-99.86 604.87 2531.82),(-294.51 140.44 2529.07),(-525.76 -34.79 2260.64),(469.02 634.88 2474.51),(629.37 158.17 2454.16),(767.09 -325.7 2304.32),(223.73 161.22 2524.9),(238.88 -184.24 2495.72),(66.93 -303.2 2512.82),(79.85 -1059.17 2446.5),(152.03 -1746.41 2531.17),(426.01 -275.84 2476.95),(411.07 -926.45 2252.31),(444.12 -1622.47 2349.92),(-487.2 -5.6 2305.38),(744.09 -245.01 2329.29),(176.02 781.47 2502.9),
(175.26 1006.76 2493.41),(187.63 630.44 2508.25),(-99.86 604.87 2531.82),(-294.51 140.44 2529.07),(-525.76 -34.79 2260.64),(469.02 634.88 2474.51),(629.37 158.17 2454.16),(767.09 -325.7 2304.32),(223.73 161.22 2524.9),(238.88 -184.24 2495.72),(66.93 -303.2 2512.82),(79.85 -1059.17 2446.5),(152.03 -1746.41 2531.17),(426.01 -275.84 2476.95),(411.07 -926.45 2252.31),(444.12 -1622.47 2349.92),(-487.2 -5.6 2305.38),(744.09 -245.01 2329.29),(176.02 781.47 2502.9),
(192.6 1006.26 2482.59),(200.87 630.71 2496.29),(-86.18 604.94 2517.75),(-268.47 135.37 2513.58),(-459.18 -108.67 2250.43),(484.15 634.8 2466.92),(651.34 159.64 2453),(816.53 -326.19 2313.41),(234.18 161.48 2512.4),(247.23 -182 2483.47),(73.84 -303.32 2494.86),(78.48 -1067.12 2448.73),(152.03 -1746.41 2531.17),(436.4 -275.99 2471.83),(427.22 -936.8 2253.61),(438.7 -1625.52 2353.67),(-427.37 -68.04 2294.29),(788.95 -245.19 2336.67),(190.15 781.82 2491.1),
(192.6 1006.26 2482.59),(200.87 630.71 2496.29),(-86.18 604.94 2517.75),(-268.47 135.37 2513.58),(-459.18 -108.67 2250.43),(484.15 634.8 2466.92),(651.34 159.64 2453),(816.53 -326.19 2313.41),(234.18 161.48 2512.4),(247.23 -182 2483.47),(73.84 -303.32 2494.86),(78.48 -1067.12 2448.73),(152.03 -1746.41 2531.17),(436.4 -275.99 2471.83),(427.22 -936.8 2253.61),(438.7 -1625.52 2353.67),(-427.37 -68.04 2294.29),(788.95 -245.19 2336.67),(190.15 781.82 2491.1),
(210.75 1006.09 2474.34),(215.84 630.91 2484.46),(-70.45 606.63 2505.66),(-236.24 131.56 2493.78),(-393.48 -187.14 2245.89),(502.57 635.37 2461.67),(682.65 164.84 2450.55),(864.54 -318.09 2310.21),(243.28 161.43 2499.51),(254.74 -180.17 2469.64),(81.57 -305.9 2476.57),(82.69 -1075.03 2442.72),(152.03 -1746.41 2531.17),(445.91 -273.75 2458.43),(449.15 -952.51 2255.39),(425.1 -1635.99 2358.18),(-367.23 -134.1 2287.21),(834.18 -237.58 2333.6),(206.99 782.17 2479.61),
(210.75 1006.09 2474.34),(215.84 630.91 2484.46),(-70.45 606.63 2505.66),(-236.24 131.56 2493.78),(-393.48 -187.14 2245.89),(502.57 635.37 2461.67),(682.65 164.84 2450.55),(864.54 -318.09 2310.21),(243.28 161.43 2499.51),(254.74 -180.17 2469.64),(81.57 -305.9 2476.57),(82.69 -1075.03 2442.72),(152.03 -1746.41 2531.17),(445.91 -273.75 2458.43),(449.15 -952.51 2255.39),(425.1 -1635.99 2358.18),(-367.23 -134.1 2287.21),(834.18 -237.58 2333.6),(206.99 782.17 2479.61),
(227.86 1006.29 2467.43),(230.84 631.41 2473.02),(-57 610.96 2488.26),(-205.59 129.94 2479.06),(-334.44 -246.94 2250.23),(519.93 632.37 2455.69),(708.58 165.12 2446.68),(907.01 -299.89 2295.86),(249.74 161.61 2487.01),(260.11 -178.49 2455.74),(86.32 -306.78 2460.55),(85.68 -1075.63 2420.12),(152.03 -1746.41 2531.17),(452.23 -273.33 2443.9),(461.09 -966.4 2255.58),(415.28 -1645.42 2363.3),(-312.93 -184.19 2288.37),(873.89 -222.39 2321),(224.75 782.82 2468.51),
(227.86 1006.29 2467.43),(230.84 631.41 2473.02),(-57 610.96 2488.26),(-205.59 129.94 2479.06),(-334.44 -246.94 2250.23),(519.93 632.37 2455.69),(708.58 165.12 2446.68),(907.01 -299.89 2295.86),(249.74 161.61 2487.01),(260.11 -178.49 2455.74),(86.32 -306.78 2460.55),(85.68 -1075.63 2420.12),(152.03 -1746.41 2531.17),(452.23 -273.33 2443.9),(461.09 -966.4 2255.58),(415.28 -1645.42 2363.3),(-312.93 -184.19 2288.37),(873.89 -222.39 2321),(224.75 782.82 2468.51),
(244.16 1010.25 2458.81),(245.26 633.5 2461.67),(-42.48 614.94 2470.89),(-171.29 131.4 2467.74),(-274.64 -295.09 2261.86),(536.21 630.17 2447.73),(730.86 168.88 2440.76),(942.91 -273.22 2275.89),(254.74 163.47 2474.98),(264.68 -175.63 2442.04),(90.16 -307.27 2445.14),(90.07 -1073.42 2390.99),(152.03 -1746.41 2531.17),(457.6 -273.7 2430.19),(467.64 -980.45 2257.65),(415.28 -1645.42 2363.3),(-257.39 -224.04 2296.18),(907.53 -199.55 2303.37),(242.2 785.03 2457.38),
(244.16 1010.25 2458.81),(245.26 633.5 2461.67),(-42.48 614.94 2470.89),(-171.29 131.4 2467.74),(-274.64 -295.09 2261.86),(536.21 630.17 2447.73),(730.86 168.88 2440.76),(942.91 -273.22 2275.89),(254.74 163.47 2474.98),(264.68 -175.63 2442.04),(90.16 -307.27 2445.14),(90.07 -1073.42 2390.99),(152.03 -1746.41 2531.17),(457.6 -273.7 2430.19),(467.64 -980.45 2257.65),(415.28 -1645.42 2363.3),(-257.39 -224.04 2296.18),(907.53 -199.55 2303.37),(242.2 785.03 2457.38),
(260.55 1016.83 2446.53),(262.66 638.18 2448.01),(-22.78 621.11 2457.66),(-143.2 138.53 2455.24),(-220.39 -329.01 2271.57),(556.8 630.53 2441.21),(750.6 172.57 2433.13),(965.44 -237.65 2244.4),(259.2 168.55 2464.81),(268.43 -170.32 2430.61),(93.19 -307.95 2432.04),(97.28 -1072.52 2362.85),(152.03 -1746.41 2531.17),(462.27 -274.42 2419.01),(471.57 -995.61 2261.91),(415.28 -1645.42 2363.3),(-207.51 -251.08 2302.18),(929.6 -169.31 2275.85),(263.78 789.6 2442.59),
(260.55 1016.83 2446.53),(262.66 638.18 2448.01),(-22.78 621.11 2457.66),(-143.2 138.53 2455.24),(-220.39 -329.01 2271.57),(556.8 630.53 2441.21),(750.6 172.57 2433.13),(965.44 -237.65 2244.4),(259.2 168.55 2464.81),(268.43 -170.32 2430.61),(93.19 -307.95 2432.04),(97.28 -1072.52 2362.85),(152.03 -1746.41 2531.17),(462.27 -274.42 2419.01),(471.57 -995.61 2261.91),(415.28 -1645.42 2363.3),(-207.51 -251.08 2302.18),(929.6 -169.31 2275.85),(263.78 789.6 2442.59),
(273.98 1022.87 2433.17),(278.45 643.18 2433.52),(-5.58 628.77 2441.17),(-119.02 147.76 2444.87),(-183.78 -349.76 2281.44),(573 628.57 2431.9),(765.94 173.66 2426.15),(979.05 -181.2 2204.49),(263.39 174.58 2455.92),(271.21 -164.97 2421.38),(94.59 -308.48 2420.87),(106.64 -1068.54 2328.72),(152.03 -1746.41 2531.17),(465.91 -275.45 2408.53),(475.14 -1009.27 2263.72),(415.28 -1645.42 2363.3),(-173 -266.81 2308.68),(943.49 -122.15 2241.43),(283.32 794.28 2426.3),
(273.98 1022.87 2433.17),(278.45 643.18 2433.52),(-5.58 628.77 2441.17),(-119.02 147.76 2444.87),(-183.78 -349.76 2281.44),(573 628.57 2431.9),(765.94 173.66 2426.15),(979.05 -181.2 2204.49),(263.39 174.58 2455.92),(271.21 -164.97 2421.38),(94.59 -308.48 2420.87),(106.64 -1068.54 2328.72),(152.03 -1746.41 2531.17),(465.91 -275.45 2408.53),(475.14 -1009.27 2263.72),(415.28 -1645.42 2363.3),(-173 -266.81 2308.68),(943.49 -122.15 2241.43),(283.32 794.28 2426.3),
(273.98 1022.87 2433.17),(278.45 643.18 2433.52),(-5.58 628.77 2441.17),(-119.02 147.76 2444.87),(-183.78 -349.76 2281.44),(573 628.57 2431.9),(765.94 173.66 2426.15),(979.05 -181.2 2204.49),(263.39 174.58 2455.92),(271.21 -164.97 2421.38),(94.59 -308.48 2420.87),(106.64 -1068.54 2328.72),(152.03 -1746.41 2531.17),(465.91 -275.45 2408.53),(475.14 -1009.27 2263.72),(415.28 -1645.42 2363.3),(-173 -266.81 2308.68),(943.49 -122.15 2241.43),(283.32 794.28 2426.3),
(287.15 1027.64 2420.32),(291.91 647.41 2420.41),(10.16 633.62 2430.54),(-94.83 150.98 2435.72),(-163.8 -368.98 2291.52),(586.55 628.31 2422.43),(780.52 174.12 2417.33),(992.77 -121.51 2167),(269.37 179.95 2448.09),(274.37 -160.86 2413.51),(95.6 -308.69 2412.58),(108.41 -1057.23 2289.54),(117.14 -1702.06 2491.83),(469.81 -276.91 2399.24),(480.1 -1019.53 2262.65),(415.28 -1645.42 2363.3),(-152.34 -282.27 2315.55),(957.37 -72.32 2208.72),(299.18 798.15 2411.48),
(287.15 1027.64 2420.32),(291.91 647.41 2420.41),(10.16 633.62 2430.54),(-94.83 150.98 2435.72),(-163.8 -368.98 2291.52),(586.55 628.31 2422.43),(780.52 174.12 2417.33),(992.77 -121.51 2167),(269.37 179.95 2448.09),(274.37 -160.86 2413.51),(95.6 -308.69 2412.58),(108.41 -1057.23 2289.54),(117.14 -1702.06 2491.83),(469.81 -276.91 2399.24),(480.1 -1019.53 2262.65),(415.28 -1645.42 2363.3),(-152.34 -282.27 2315.55),(957.37 -72.32 2208.72),(299.18 798.15 2411.48),
(287.15 1027.64 2420.32),(291.91 647.41 2420.41),(10.16 633.62 2430.54),(-94.83 150.98 2435.72),(-163.8 -368.98 2291.52),(586.55 628.31 2422.43),(780.52 174.12 2417.33),(992.77 -121.51 2167),(269.37 179.95 2448.09),(274.37 -160.86 2413.51),(95.6 -308.69 2412.58),(108.41 -1057.23 2289.54),(117.14 -1702.06 2491.83),(469.81 -276.91 2399.24),(480.1 -1019.53 2262.65),(415.28 -1645.42 2363.3),(-152.34 -282.27 2315.55),(957.37 -72.32 2208.72),(299.18 798.15 2411.48),
(301.62 1030.9 2403.42),(305.61 650.22 2404.05),(25.75 633.01 2409.86),(-78.79 149.94 2424.43),(-158.81 -376.69 2287.89),(601.62 629.44 2401.29),(798.53 175.28 2396.49),(991.57 -37.88 2116.82),(279.23 183.33 2434.15),(280.05 -158.72 2398.53),(98.33 -307.44 2390.2),(100.12 -1026.99 2225.48),(93.43 -1635.97 2441.14),(474.99 -278.53 2378.63),(488.34 -1026.12 2252.9),(415.28 -1645.42 2363.3),(-145.51 -288.87 2310.64),(959.4 -2.46 2163.43),(314.11 800.77 2394.34),
(301.62 1030.9 2403.42),(305.61 650.22 2404.05),(25.75 633.01 2409.86),(-78.79 149.94 2424.43),(-158.81 -376.69 2287.89),(601.62 629.44 2401.29),(798.53 175.28 2396.49),(991.57 -37.88 2116.82),(279.23 183.33 2434.15),(280.05 -158.72 2398.53),(98.33 -307.44 2390.2),(100.12 -1026.99 2225.48),(93.43 -1635.97 2441.14),(474.99 -278.53 2378.63),(488.34 -1026.12 2252.9),(415.28 -1645.42 2363.3),(-145.51 -288.87 2310.64),(959.4 -2.46 2163.43),(314.11 800.77 2394.34),
(316.71 1033.37 2384.94),(319.68 652 2387.22),(39.48 637.44 2399.5),(-69.86 153.86 2414.34),(-158.41 -367.61 2272.05),(616.07 630.63 2389.43),(817.99 178.11 2374.36),(977.61 14.23 2075.04),(291.53 184.9 2414.89),(288.15 -158.36 2377.67),(103.2 -303.99 2367.71),(85.06 -994.44 2174.31),(76.55 -1592.49 2390.69),(483.82 -279.18 2360.4),(495.88 -1018.21 2230.69),(415.28 -1645.42 2363.3),(-143.66 -280.66 2295.76),(951.05 41.53 2124.93),(328.75 802.66 2378.3),
(316.71 1033.37 2384.94),(319.68 652 2387.22),(39.48 637.44 2399.5),(-69.86 153.86 2414.34),(-158.41 -367.61 2272.05),(616.07 630.63 2389.43),(817.99 178.11 2374.36),(977.61 14.23 2075.04),(291.53 184.9 2414.89),(288.15 -158.36 2377.67),(103.2 -303.99 2367.71),(85.06 -994.44 2174.31),(76.55 -1592.49 2390.69),(483.82 -279.18 2360.4),(495.88 -1018.21 2230.69),(415.28 -1645.42 2363.3),(-143.66 -280.66 2295.76),(951.05 41.53 2124.93),(328.75 802.66 2378.3),
(329.75 1036.94 2369.3),(332.82 655.25 2372.7),(52.83 641.94 2390.32),(-64.4 158.59 2403.72),(-162.51 -354.47 2252.25),(629.5 632.48 2370.03),(830.33 177.79 2353.91),(946.79 31.8 2042.88),(303.56 187.98 2395.64),(296.73 -156.8 2357.49),(109.19 -298.71 2347.47),(69.21 -969.21 2142.97),(73.28 -1584.05 2338.84),(492.29 -278.93 2342.93),(499.12 -1004.29 2206.8),(415.28 -1645.42 2363.3),(-146.16 -268.94 2277.49),(927.43 56.19 2094.72),(342.26 806.13 2365.29),
